"TIME","GEO","SEX","AGE","ISCED11","UNIT","Value","Flag and Footnotes"
"2005","Italy","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.2","b"
"2005","Italy","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.3","b"
"2005","Italy","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.5","b"
"2005","Italy","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.5","b"
"2005","Italy","Males","From 15 to 74 years","No response","Percentage",":",""
"2005","Italy","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.1","b"
"2005","Italy","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.9","b"
"2005","Italy","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.0","b"
"2005","Italy","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.7","b"
"2005","Italy","Females","From 15 to 74 years","No response","Percentage",":",""
"2005","Cyprus","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.3","b"
"2005","Cyprus","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.1","b"
"2005","Cyprus","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.5","b"
"2005","Cyprus","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.4","b"
"2005","Cyprus","Total","From 15 to 74 years","No response","Percentage",":",""
"2005","Cyprus","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.4","b"
"2005","Cyprus","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","5.3","b"
"2005","Cyprus","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.5","b"
"2005","Cyprus","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.3","b"
"2005","Cyprus","Males","From 15 to 74 years","No response","Percentage",":",""
"2005","Cyprus","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.5","b"
"2005","Cyprus","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.2","b"
"2005","Cyprus","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.8","b"
"2005","Cyprus","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.6","b"
"2005","Cyprus","Females","From 15 to 74 years","No response","Percentage",":",""
"2005","Latvia","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.0","b"
"2005","Latvia","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","16.2","b"
"2005","Latvia","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.4","b"
"2005","Latvia","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.8","b"
"2005","Latvia","Total","From 15 to 74 years","No response","Percentage",":","b"
"2005","Latvia","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.1","b"
"2005","Latvia","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","15.2","b"
"2005","Latvia","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.9","b"
"2005","Latvia","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.9","b"
"2005","Latvia","Males","From 15 to 74 years","No response","Percentage",":","b"
"2005","Latvia","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.0","b"
"2005","Latvia","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","18.3","b"
"2005","Latvia","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.9","b"
"2005","Latvia","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.8","b"
"2005","Latvia","Females","From 15 to 74 years","No response","Percentage",":","b"
"2005","Lithuania","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.3","b"
"2005","Lithuania","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.5","bu"
"2005","Lithuania","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.5","b"
"2005","Lithuania","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.0","bu"
"2005","Lithuania","Total","From 15 to 74 years","No response","Percentage",":",""
"2005","Lithuania","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.1","b"
"2005","Lithuania","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.7","bu"
"2005","Lithuania","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.5","b"
"2005","Lithuania","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.0","bu"
"2005","Lithuania","Males","From 15 to 74 years","No response","Percentage",":",""
"2005","Lithuania","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.5","b"
"2005","Lithuania","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.1","bu"
"2005","Lithuania","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.6","b"
"2005","Lithuania","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.0","bu"
"2005","Lithuania","Females","From 15 to 74 years","No response","Percentage",":",""
"2005","Luxembourg","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.5","b"
"2005","Luxembourg","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.4","b"
"2005","Luxembourg","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.8","b"
"2005","Luxembourg","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.5","b"
"2005","Luxembourg","Total","From 15 to 74 years","No response","Percentage",":","b"
"2005","Luxembourg","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.5","b"
"2005","Luxembourg","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","5.3","b"
"2005","Luxembourg","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","2.6","b"
"2005","Luxembourg","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.0","b"
"2005","Luxembourg","Males","From 15 to 74 years","No response","Percentage",":","b"
"2005","Luxembourg","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.8","b"
"2005","Luxembourg","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.7","b"
"2005","Luxembourg","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.5","b"
"2005","Luxembourg","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.2","b"
"2005","Luxembourg","Females","From 15 to 74 years","No response","Percentage",":","b"
"2005","Hungary","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.2","b"
"2005","Hungary","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.3","b"
"2005","Hungary","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.9","b"
"2005","Hungary","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.7","b"
"2005","Hungary","Total","From 15 to 74 years","No response","Percentage",":",""
"2005","Hungary","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.0","b"
"2005","Hungary","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","15.6","b"
"2005","Hungary","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.4","b"
"2005","Hungary","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.3","b"
"2005","Hungary","Males","From 15 to 74 years","No response","Percentage",":",""
"2005","Hungary","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.4","b"
"2005","Hungary","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.9","b"
"2005","Hungary","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.6","b"
"2005","Hungary","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.0","b"
"2005","Hungary","Females","From 15 to 74 years","No response","Percentage",":",""
"2005","Malta","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.9","b"
"2005","Malta","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","9.0","b"
"2005","Malta","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.4","b"
"2005","Malta","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.7","bu"
"2005","Malta","Total","From 15 to 74 years","No response","Percentage",":",""
"2005","Malta","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.3","b"
"2005","Malta","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","8.3","b"
"2005","Malta","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.0","bu"
"2005","Malta","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage",":","bu"
"2005","Malta","Males","From 15 to 74 years","No response","Percentage",":",""
"2005","Malta","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.4","b"
"2005","Malta","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","11.2","b"
"2005","Malta","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.9","b"
"2005","Malta","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage",":","bu"
"2005","Malta","Females","From 15 to 74 years","No response","Percentage",":",""
"2005","Netherlands","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.7","b"
"2005","Netherlands","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.3","b"
"2005","Netherlands","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.3","b"
"2005","Netherlands","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.9","b"
"2005","Netherlands","Total","From 15 to 74 years","No response","Percentage","7.7","b"
"2005","Netherlands","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.5","b"
"2005","Netherlands","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.5","b"
"2005","Netherlands","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.2","b"
"2005","Netherlands","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.0","b"
"2005","Netherlands","Males","From 15 to 74 years","No response","Percentage","7.0","b"
